157.46.160.179 - - [21/Jun/2025:01:01:28 +0500] "GET /?gad_campaignid=22678990791&gb=1&gclid=Cj0KCQjwjdTCBhCLARIsAEu8bpIQIxuEXIfGSt1CarlolZJ8SeG5XB8wn0ez6xwmtJjXXeogOX-97HMaAhQIEALw_wcB HTTP/1.1" 301 3731 "-" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9 Pro Max Build/RKQ1.200826.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/137.0.7151.115 Mobile Safari/537.36 (Mobile; afma-sdk-a-v250505999.244410000.1)"
157.46.160.179 - - [21/Jun/2025:01:01:30 +0500] "GET /?gad_campaignid=22678990791&gb=1&gclid=Cj0KCQjwjdTCBhCLARIsAEu8bpIQIxuEXIfGSt1CarlolZJ8SeG5XB8wn0ez6xwmtJjXXeogOX-97HMaAhQIEALw_wcB HTTP/1.1" 200 35531 "-" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9 Pro Max Build/RKQ1.200826.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/137.0.7151.115 Mobile Safari/537.36 (Mobile; afma-sdk-a-v250505999.244410000.1)"
157.46.160.179 - - [21/Jun/2025:01:01:32 +0500] "GET /?gad_campaignid=22678990791&gb=1&gclid=Cj0KCQjwjdTCBhCLARIsAEu8bpIQIxuEXIfGSt1CarlolZJ8SeG5XB8wn0ez6xwmtJjXXeogOX-97HMaAhQIEALw_wcB HTTP/1.1" 301 3731 "-" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9 Pro Max Build/RKQ1.200826.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/137.0.7151.115 Mobile Safari/537.36 (Mobile; afma-sdk-a-v250505999.244410000.1)"
157.46.160.179 - - [21/Jun/2025:01:01:34 +0500] "GET /?gad_campaignid=22678990791&gb=1&gclid=Cj0KCQjwjdTCBhCLARIsAEu8bpIQIxuEXIfGSt1CarlolZJ8SeG5XB8wn0ez6xwmtJjXXeogOX-97HMaAhQIEALw_wcB HTTP/1.1" 200 35532 "-" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9 Pro Max Build/RKQ1.200826.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/137.0.7151.115 Mobile Safari/537.36 (Mobile; afma-sdk-a-v250505999.244410000.1)"
176.9.65.136 - - [21/Jun/2025:01:02:08 +0500] "POST /wp-cron.php?doing_wp_cron=1750449728.7932090759277343750000 HTTP/1.1" 200 3488 "-" "WordPress/6.8.1; https://starmakerwm.com"
192.0.87.71 - - [21/Jun/2025:09:06:29 +0500] "POST /?rest_route=%2Fjetpack%2Fv4%2Fsync%2Fdata-histogram&_for=jetpack&token=cy%40M1SDz8jNH4BF4U1nTZ%28pt%25Yde%293%40p%3A1%3A0&timestamp=1750478788&nonce=5RUkS6nkRM&body-hash=0f7tym%2BZvsfzGWz9EwJOtdUPSmU%3D&signature=Ug6ETlRWgjf5vWBkHNoYjgDRsuI%3D HTTP/1.1" 200 3926 "https://starmakerwm.com/?rest_route=%2Fjetpack%2Fv4%2Fsync%2Fdata-histogram&_for=jetpack&token=cy%40M1SDz8jNH4BF4U1nTZ%28pt%25Yde%293%40p%3A1%3A0&timestamp=1750478788&nonce=5RUkS6nkRM&body-hash=0f7tym%2BZvsfzGWz9EwJOtdUPSmU%3D&signature=Ug6ETlRWgjf5vWBkHNoYjgDRsuI%3D" "Jetpack by WordPress.com"
192.0.87.71 - - [21/Jun/2025:09:06:31 +0500] "POST /?rest_route=%2Fjetpack%2Fv4%2Fsync%2Fobject&_for=jetpack&token=cy%40M1SDz8jNH4BF4U1nTZ%28pt%25Yde%293%40p%3A1%3A0&timestamp=1750478791&nonce=P6mF7jHevi&body-hash=ulUV%2BqnIwyTfi3UgCZeu%2B10iGA4%3D&signature=udqNAiolP92vu2aXu5l6Ap3wHIM%3D HTTP/1.1" 200 5611 "https://starmakerwm.com/?rest_route=%2Fjetpack%2Fv4%2Fsync%2Fobject&_for=jetpack&token=cy%40M1SDz8jNH4BF4U1nTZ%28pt%25Yde%293%40p%3A1%3A0&timestamp=1750478791&nonce=P6mF7jHevi&body-hash=ulUV%2BqnIwyTfi3UgCZeu%2B10iGA4%3D&signature=udqNAiolP92vu2aXu5l6Ap3wHIM%3D" "Jetpack by WordPress.com"
192.0.87.71 - - [21/Jun/2025:09:06:33 +0500] "POST /?rest_route=%2Fjetpack%2Fv4%2Fsync%2Fdata-histogram&_for=jetpack&token=cy%40M1SDz8jNH4BF4U1nTZ%28pt%25Yde%293%40p%3A1%3A0&timestamp=1750478793&nonce=o2U9efdYtj&body-hash=guP0GKcn8ZkGhAig8tk7N1p%2BJmA%3D&signature=6xNmJqswf7VSncDgnojLUO1GxzE%3D HTTP/1.1" 200 3913 "https://starmakerwm.com/?rest_route=%2Fjetpack%2Fv4%2Fsync%2Fdata-histogram&_for=jetpack&token=cy%40M1SDz8jNH4BF4U1nTZ%28pt%25Yde%293%40p%3A1%3A0&timestamp=1750478793&nonce=o2U9efdYtj&body-hash=guP0GKcn8ZkGhAig8tk7N1p%2BJmA%3D&signature=6xNmJqswf7VSncDgnojLUO1GxzE%3D" "Jetpack by WordPress.com"
192.0.87.71 - - [21/Jun/2025:09:06:35 +0500] "POST /?rest_route=%2Fjetpack%2Fv4%2Fsync%2Fdata-histogram&_for=jetpack&token=cy%40M1SDz8jNH4BF4U1nTZ%28pt%25Yde%293%40p%3A1%3A0&timestamp=1750478795&nonce=OviDWq0Wfm&body-hash=luBb5Rwrn3janGG9Pi4uZALId5k%3D&signature=KdXx12H68sCcuKSsgZ7uhRE9ScI%3D HTTP/1.1" 200 3924 "https://starmakerwm.com/?rest_route=%2Fjetpack%2Fv4%2Fsync%2Fdata-histogram&_for=jetpack&token=cy%40M1SDz8jNH4BF4U1nTZ%28pt%25Yde%293%40p%3A1%3A0&timestamp=1750478795&nonce=OviDWq0Wfm&body-hash=luBb5Rwrn3janGG9Pi4uZALId5k%3D&signature=KdXx12H68sCcuKSsgZ7uhRE9ScI%3D" "Jetpack by WordPress.com"
192.0.87.71 - - [21/Jun/2025:09:06:37 +0500] "POST /?rest_route=%2Fjetpack%2Fv4%2Fsync%2Fhealth&_for=jetpack&token=cy%40M1SDz8jNH4BF4U1nTZ%28pt%25Yde%293%40p%3A1%3A0&timestamp=1750478797&nonce=H0nX7QnknO&body-hash=lKHMv1qixxzsVb2b%2B7IjCG6lL5g%3D&signature=YAFJfnvr3eaCUvNeWSQUB5Gf1S0%3D HTTP/1.1" 200 3869 "https://starmakerwm.com/?rest_route=%2Fjetpack%2Fv4%2Fsync%2Fhealth&_for=jetpack&token=cy%40M1SDz8jNH4BF4U1nTZ%28pt%25Yde%293%40p%3A1%3A0&timestamp=1750478797&nonce=H0nX7QnknO&body-hash=lKHMv1qixxzsVb2b%2B7IjCG6lL5g%3D&signature=YAFJfnvr3eaCUvNeWSQUB5Gf1S0%3D" "Jetpack by WordPress.com"
192.119.164.179 - - [21/Jun/2025:09:07:20 +0500] "POST /wp-admin/admin-ajax.php HTTP/2.0" 500 131 "https://starmakerwm.com/wp-admin/admin.php?page=wc-status" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
176.9.65.136 - - [21/Jun/2025:09:07:24 +0500] "POST /wp-cron.php?doing_wp_cron=1750478844.4597949981689453125000 HTTP/1.1" 200 3487 "-" "WordPress/6.8.1; https://starmakerwm.com"
192.119.164.179 - - [21/Jun/2025:09:07:23 +0500] "POST /wp-admin/admin-ajax.php HTTP/2.0" 200 340 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin&path=%2Fsetup-wizard&step=business-info" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:07:47 +0500] "POST /wp-json/wc-admin/onboarding/profile/progress/core-profiler/complete?_locale=user HTTP/2.0" 500 136 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin&path=%2Fsetup-wizard&step=business-info" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:07:47 +0500] "POST /wp-json/wc-analytics/settings/general/woocommerce_default_country?_locale=user HTTP/2.0" 500 20 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin&path=%2Fsetup-wizard&step=business-info" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:07:47 +0500] "POST /wp-json/wp/v2/settings?_locale=user HTTP/2.0" 500 20 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin&path=%2Fsetup-wizard&step=business-info" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
176.9.65.136 - - [21/Jun/2025:09:07:48 +0500] "POST /wp-cron.php?doing_wp_cron=1750478868.8919069766998291015625 HTTP/1.1" 200 3486 "-" "WordPress/6.8.1; https://starmakerwm.com"
192.119.164.179 - - [21/Jun/2025:09:07:47 +0500] "POST /wp-json/wc-admin/onboarding/profile/update-store-currency-and-measurement-units?_locale=user HTTP/2.0" 204 379 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin&path=%2Fsetup-wizard&step=business-info" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:07:47 +0500] "POST /wp-json/wc-admin/onboarding/profile?_locale=user HTTP/2.0" 200 179 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin&path=%2Fsetup-wizard&step=business-info" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
176.9.65.136 - - [21/Jun/2025:09:07:50 +0500] "GET /wp-json/jetpack/v4/sync/spawn-sync?time=1750478870&request_lock_id=1750478870.193 HTTP/1.1" 200 3584 "-" "WordPress/6.8.1; https://starmakerwm.com"
192.119.164.179 - - [21/Jun/2025:09:07:50 +0500] "GET /wp-json/wc-admin/onboarding/free-extensions?_locale=user HTTP/2.0" 500 50 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin&path=%2Fsetup-wizard&step=business-info" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:08:23 +0500] "POST /wp-admin/admin-ajax.php HTTP/2.0" 500 131 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin&path=%2Fsetup-wizard&step=plugins" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:08:23 +0500] "GET /wp-json/wc-admin/onboarding/plugins/jetpack-authorization-url?redirect_url=https%3A%2F%2Fstarmakerwm.com%2Fwp-admin%2Fadmin.php%3Fpage%3Dwc-admin&from=woocommerce-core-profiler&_locale=user HTTP/2.0" 500 51 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin&path=%2Fsetup-wizard&step=plugins" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:08:23 +0500] "POST /wp-json/wc-admin/plugins/install?_locale=user HTTP/2.0" 200 765 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin&path=%2Fsetup-wizard&step=plugins" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:08:30 +0500] "POST /wp-json/wc-admin/plugins/activate?_locale=user HTTP/2.0" 200 664 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin&path=%2Fsetup-wizard&step=plugins" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:08:32 +0500] "POST /wp-json/wc-admin/plugins/install?_locale=user HTTP/2.0" 200 488 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin&path=%2Fsetup-wizard&step=plugins" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:08:38 +0500] "POST /wp-json/wc-admin/plugins/activate?_locale=user HTTP/2.0" 200 768 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin&path=%2Fsetup-wizard&step=plugins" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
176.9.65.136 - - [21/Jun/2025:09:08:42 +0500] "POST /wp-cron.php?doing_wp_cron=1750478922.2676360607147216796875 HTTP/1.1" 200 3486 "-" "WordPress/6.8.1; https://starmakerwm.com"
192.119.164.179 - - [21/Jun/2025:09:08:40 +0500] "POST /wp-json/wc-admin/plugins/install?_locale=user HTTP/2.0" 200 395 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin&path=%2Fsetup-wizard&step=plugins" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:08:45 +0500] "POST /wp-json/wc-admin/plugins/activate?_locale=user HTTP/2.0" 200 690 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin&path=%2Fsetup-wizard&step=plugins" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
176.9.65.136 - - [21/Jun/2025:09:08:48 +0500] "POST /wp-cron.php?doing_wp_cron=1750478928.3574769496917724609375 HTTP/1.1" 200 3487 "-" "WordPress/6.8.1; https://starmakerwm.com"
192.119.164.179 - - [21/Jun/2025:09:08:46 +0500] "POST /wp-json/wc-admin/onboarding/profile/progress/core-profiler/complete?_locale=user HTTP/2.0" 200 206 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin&path=%2Fsetup-wizard&step=plugins" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:08:46 +0500] "POST /wp-json/wc-admin/onboarding/profile?_locale=user HTTP/2.0" 200 150 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin&path=%2Fsetup-wizard&step=plugins" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:08:49 +0500] "POST /wp-json/wc-admin/launch-your-store/initialize-coming-soon?_locale=user HTTP/2.0" 200 93 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin&path=%2Fsetup-wizard&step=plugins" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:08:51 +0500] "GET /wp-admin/admin.php?page=wc-admin HTTP/2.0" 200 93993 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin&path=%2Fsetup-wizard&step=plugins" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:08:55 +0500] "GET /wp-content/plugins/pinterest-for-woocommerce/assets/build/style-setup-guide.css?ver=1.4.21 HTTP/2.0" 200 4861 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:08:55 +0500] "GET /wp-admin/load-styles.php?c=0&dir=ltr&load%5Bchunk_0%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets&load%5Bchunk_1%5D=,site-icon,l10n,buttons,wp-auth-check,wp-components,media-views,wp-jquery-ui-dialog&ver=6.8.1 HTTP/2.0" 200 122944 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:08:58 +0500] "GET /wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.41.0 HTTP/2.0" 304 118 "https://starmakerwm.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.40.0" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:08:58 +0500] "GET /wp-content/plugins/pinterest-for-woocommerce/assets/js/admin/pinterest-for-woocommerce-admin.min.js?ver=1.4.21 HTTP/2.0" 200 356 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:08:58 +0500] "GET /wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.14.1 HTTP/2.0" 200 2540 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:08:58 +0500] "GET /wp-content/plugins/pinterest-for-woocommerce/assets/build/setup-guide.js?ver=eb03f1d686856844cbf61ed635130bf0 HTTP/2.0" 200 126910 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:08:58 +0500] "GET /wp-admin/admin.php?page=stats&noheader&proxy&chart=admin-bar-hours-scale-2x HTTP/2.0" 200 868 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:08:59 +0500] "GET /wp-json/wc-admin/plugins/installed?_locale=user HTTP/2.0" 200 718 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:08:59 +0500] "GET /wp-json/wc-admin/options?options=woocommerce_ces_tracks_queue&_locale=user HTTP/2.0" 500 18 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:08:59 +0500] "GET /wp-json/jetpack/v4/connection?_locale=user HTTP/2.0" 500 18 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:08:59 +0500] "GET /wp-json/wc-admin/plugins/active?_locale=user HTTP/2.0" 200 404 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:08:59 +0500] "GET /wp-json/wc-analytics/admin/notes?page=1&per_page=25&type=error%2Cupdate&status=unactioned&_locale=user HTTP/2.0" 500 18 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:08:59 +0500] "GET /wp-json/wc-admin/onboarding/tasks?_locale=user HTTP/2.0" 500 18 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:08:59 +0500] "GET /wp-json/wc-admin/options?options=woocommerce_coming_soon%2Cwoocommerce_store_pages_only%2Cwoocommerce_private_link%2Cwoocommerce_share_key%2Cwoocommerce_admin_transient_notices_queue%2Cwoocommerce_admin_install_timestamp&_locale=user HTTP/2.0" 200 220 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:09:00 +0500] "GET /wp-json/wpcom/v3/jitm?message_path=wp%3Awoocommerce_page_wc-admin%3Aadmin_notices&query=page%253Dwc-admin&full_jp_logo_exists=false&_locale=user HTTP/2.0" 200 92 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:09:03 +0500] "GET /wp-json/wc-admin/onboarding/profile?_locale=user HTTP/2.0" 200 345 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:09:04 +0500] "GET /wp-json/wc-analytics/admin/notes?page=1&per_page=100&status=unactioned&type%5B0%5D=info&type%5B1%5D=marketing&type%5B2%5D=survey&type%5B3%5D=warning&orderby=date&order=desc&_fields%5B0%5D=id&_fields%5B1%5D=name&_fields%5B2%5D=title&_fields%5B3%5D=content&_fields%5B4%5D=type&_fields%5B5%5D=status&_fields%5B6%5D=actions&_fields%5B7%5D=date_created&_fields%5B8%5D=date_created_gmt&_fields%5B9%5D=layout&_fields%5B10%5D=image&_fields%5B11%5D=is_deleted&_fields%5B12%5D=is_read&_fields%5B13%5D=locale&is_read=false&_locale=user HTTP/2.0" 200 95 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:09:04 +0500] "GET /wp-json/wc-analytics/admin/notes?page=1&per_page=5&status=unactioned&type%5B0%5D=info&type%5B1%5D=marketing&type%5B2%5D=survey&type%5B3%5D=warning&orderby=date&order=desc&_fields%5B0%5D=id&_fields%5B1%5D=name&_fields%5B2%5D=title&_fields%5B3%5D=content&_fields%5B4%5D=type&_fields%5B5%5D=status&_fields%5B6%5D=actions&_fields%5B7%5D=date_created&_fields%5B8%5D=date_created_gmt&_fields%5B9%5D=layout&_fields%5B10%5D=image&_fields%5B11%5D=is_deleted&_fields%5B12%5D=is_read&_fields%5B13%5D=locale&_locale=user HTTP/2.0" 200 743 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:09:04 +0500] "GET /wp-json/wc-admin/options?options=woocommerce_show_lys_tour&_locale=user HTTP/2.0" 200 93 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:09:09 +0500] "GET /wp-json/wc-analytics/reports/performance-indicators?after=2025-06-20T00%3A00%3A00&before=2025-06-20T23%3A59%3A59&stats=revenue%2Ftotal_sales%2Corders%2Forders_count%2Cjetpack%2Fstats%2Fvisitors%2Cjetpack%2Fstats%2Fviews&_locale=user HTTP/2.0" 200 728 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:09:09 +0500] "GET /wp-json/wc-analytics/reports/performance-indicators?after=2025-06-21T00%3A00%3A00&before=2025-06-21T09%3A09%3A04&stats=revenue%2Ftotal_sales%2Corders%2Forders_count%2Cjetpack%2Fstats%2Fvisitors%2Cjetpack%2Fstats%2Fviews&_locale=user HTTP/2.0" 200 325 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:09:12 +0500] "GET /wp-admin/admin.php?page=wc-admin HTTP/2.0" 200 93980 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:09:16 +0500] "GET /wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.41.0 HTTP/2.0" 304 108 "https://starmakerwm.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.40.0" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:09:16 +0500] "GET /wp-admin/admin.php?page=stats&noheader&proxy&chart=admin-bar-hours-scale-2x HTTP/2.0" 200 747 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
192.119.164.179 - - [21/Jun/2025:09:09:17 +0500] "GET /wp-json/wc-analytics/admin/notes?page=1&per_page=25&type=error%2Cupdate&status=unactioned&_locale=user HTTP/2.0" 500 41 "https://starmakerwm.com/wp-admin/admin.php?page=wc-admin" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
